,province,city,year,month,day,average,max,min,rain
,江苏,淮安,2015,9,14,20.6,25.6,15.1,0
,江苏,淮安,2015,9,15,21.8,27.4,16.7,0.7
,江苏,淮安,2015,9,16,20.6,27.1,16,0
,江苏,淮安,2015,9,17,20.3,26.9,15.7,0
,江苏,淮安,2015,9,18,21.9,28.2,16.9,0
,江苏,淮安,2015,9,19,22.5,28.3,18.8,0
,江苏,淮安,2015,9,20,22,27.9,18.6,0
,江苏,淮安,2015,9,21,21.5,27.2,17.1,0
,江苏,淮安,2015,9,22,21.9,26,17.7,0.9
,江苏,淮安,2015,9,23,21.5,26.6,18.9,14.9
,江苏,淮安,2015,9,24,20.9,25.8,17.2,0
,江苏,淮安,2015,9,25,22.5,27.9,19.4,0
,江苏,淮安,2015,9,26,21.8,27.2,19,0
,江苏,淮安,2015,9,27,20.2,26.5,14.8,0
,江苏,淮安,2015,9,28,20,27.4,14.2,0
,江苏,淮安,2015,9,29,21.5,25.5,18.1,0
,江苏,淮安,2015,9,30,20.2,21.4,18.7,6.8
,江苏,淮安,2015,10,1,19.8,22.4,15.7,0.1
,江苏,淮安,2015,10,2,16.1,23.8,9.3,0
,江苏,淮安,2015,10,3,19.1,26.3,14.2,0
,江苏,淮安,2015,10,4,19,21.6,17,2
,江苏,淮安,2015,10,5,20.1,26.1,17.1,2.9
,江苏,淮安,2015,10,6,19.3,25.2,13.1,0
,江苏,淮安,2015,10,7,17,21.1,15.2,15
,江苏,淮安,2015,10,8,18.1,23,15.6,2.8
,江苏,淮安,2015,10,9,16.1,21.4,10.8,0
,江苏,淮安,2015,10,10,15.1,20.8,11.3,0
,江苏,淮安,2015,10,11,12.9,20.9,5.3,0
,江苏,淮安,2015,10,12,14.1,24.1,6.7,0
,江苏,淮安,2015,10,13,15.7,25.2,8.6,0
,江苏,淮安,2015,10,14,16.5,25.4,9.4,0
,江苏,淮安,2015,10,15,17.3,25.4,11.4,0
,江苏,淮安,2015,10,16,17.7,26.4,11.7,0
,江苏,淮安,2015,10,17,17.3,25.9,11.3,0
,江苏,淮安,2015,10,18,17.2,25.2,10.6,0
,江苏,淮安,2015,10,19,15.9,24,9.7,0
,江苏,淮安,2015,10,20,17,24.2,10.9,0
,江苏,淮安,2015,10,21,17.8,24.9,11.8,0
,江苏,淮安,2015,10,22,17.7,23.9,12,0
,江苏,淮安,2015,10,23,17.4,22.6,13.7,0
,江苏,淮安,2015,10,24,18.1,24.8,12.3,0
,江苏,淮安,2015,10,25,18.2,22.7,15.1,0
,江苏,淮安,2015,10,26,16.2,19,15,1.6
,江苏,淮安,2015,10,27,13.6,19.1,10.5,1.2
,江苏,淮安,2015,10,28,12.5,18.4,7.5,0
,江苏,淮安,2015,10,29,14.6,20,10.5,0
,江苏,淮安,2015,10,30,11.9,16.8,7.3,0
,江苏,淮安,2015,10,31,10.3,16.3,3.9,0
,江苏,淮安,2015,11,1,11.5,16.8,7.3,0
,江苏,淮安,2015,11,2,11,19.1,5.5,0
,江苏,淮安,2015,11,3,11.5,19.6,4.6,0
,江苏,淮安,2015,11,4,16.2,18.9,11.4,0.1
,江苏,淮安,2015,11,5,17.4,21,13.7,0
,江苏,淮安,2015,11,6,19.7,22.4,17.5,62.4
,江苏,淮安,2015,11,7,12.4,19.9,10.9,53.4
,江苏,淮安,2015,11,8,10.1,10.9,9.4,0.1
,江苏,淮安,2015,11,9,9.2,10.8,8.4,0
,江苏,淮安,2015,11,10,8.8,13.6,4.1,0
,江苏,淮安,2015,11,11,11.3,15.6,7.2,0
,江苏,淮安,2015,11,12,11,13.9,8,8.3
,江苏,淮安,2015,11,13,11.9,12.6,10.6,2.9
,江苏,淮安,2015,11,14,11.5,16,7.9,0
,江苏,淮安,2015,11,15,11.9,16,7.1,0
,江苏,淮安,2015,11,16,13,15.9,11.7,11.1
,江苏,淮安,2015,11,17,11.6,14.8,9,0
,江苏,淮安,2015,11,18,10.3,12.4,7.2,3
,江苏,淮安,2015,11,19,9.4,10.6,8.7,0
,江苏,淮安,2015,11,20,11.1,13,9.2,0
,江苏,淮安,2015,11,21,12.9,15.3,9.9,0
,江苏,淮安,2015,11,22,13.7,14.2,13.4,3.1
,江苏,淮安,2015,11,23,9.7,13.6,6.5,2.5
,江苏,淮安,2015,11,24,2,6.5,-0.4,26.6
,江苏,淮安,2015,11,25,-0.2,1,-1.1,1.7
,江苏,淮安,2015,11,26,-2.4,0.4,-3.9,0
,江苏,淮安,2015,11,27,-1.4,3.6,-6.6,0
,江苏,淮安,2015,11,28,4.1,11,-2.2,0
,江苏,淮安,2015,11,29,6.7,14.7,0.9,0
,江苏,淮安,2015,11,30,7.3,13,1.6,0
,江苏,淮安,2015,12,1,11.3,13,10.2,0
,江苏,淮安,2015,12,2,8.7,12.6,6.1,0
,江苏,淮安,2015,12,3,3.7,7.5,1.4,0
,江苏,淮安,2015,12,4,2.8,9.1,-2.5,0
,江苏,淮安,2015,12,5,2.9,6,-0.1,0
,江苏,淮安,2015,12,6,4.7,10.6,0.8,0
,江苏,淮安,2015,12,7,3.8,11.6,-1.1,0
,江苏,淮安,2015,12,8,5.9,12.2,-0.1,0
,江苏,淮安,2015,12,9,9.2,11.9,7,0
,江苏,淮安,2015,12,10,10,12.4,9,0.1
,江苏,淮安,2015,12,11,5.1,9.7,2.3,0
,江苏,淮安,2015,12,12,2.7,8.1,-1.5,0
,江苏,淮安,2015,12,13,3,7.9,-0.4,0
,江苏,淮安,2015,12,14,3.2,7.8,-0.3,0
,江苏,淮安,2015,12,15,3.5,9.8,-1.4,0
,江苏,淮安,2015,12,16,1.1,4.5,-2.8,0
,江苏,淮安,2015,12,17,-1,4.8,-4.2,0
,江苏,淮安,2015,12,18,-0.8,6.7,-5.7,0
,江苏,淮安,2015,12,19,1.4,6.6,-3.4,0
,江苏,淮安,2015,12,20,3.4,5.2,1.8,1.7
,江苏,淮安,2015,12,21,2.2,8.9,-2.7,0
,江苏,淮安,2015,12,22,5.9,7.6,1.7,1.8
,江苏,淮安,2015,12,23,7.5,8.8,6.4,1.1
,江苏,淮安,2015,12,24,6.1,8.3,3.2,2.3
,江苏,淮安,2015,12,25,3.9,8,-0.1,0
,江苏,淮安,2015,12,26,5.5,11.8,1.8,0
,江苏,淮安,2015,12,27,3.1,6.8,-0.2,0
,江苏,淮安,2015,12,28,0.7,5.7,-2.4,0
,江苏,淮安,2015,12,29,1.7,7.7,-2.7,0
,江苏,淮安,2015,12,30,2.8,7.9,-1,0
,江苏,淮安,2015,12,31,0.6,8.4,-4.4,0
,江苏,淮安,2016,1,1,4.4,10.3,-0.7,0
,江苏,淮安,2016,1,2,7.4,13.4,2.5,0
,江苏,淮安,2016,1,3,7.5,16.2,1.6,0
,江苏,淮安,2016,1,4,7.1,8.5,4.3,0
,江苏,淮安,2016,1,5,5.8,7.8,3.8,0.8
,江苏,淮安,2016,1,6,5.7,9.9,2.9,0
,江苏,淮安,2016,1,7,2.3,6.1,-0.6,0
,江苏,淮安,2016,1,8,-0.1,5.9,-3.6,0
,江苏,淮安,2016,1,9,1.3,8,-3,0
,江苏,淮安,2016,1,10,4,9.1,-0.7,0
,江苏,淮安,2016,1,11,1.9,6.1,-0.6,1.5
,江苏,淮安,2016,1,12,-1.2,1,-2.3,0.1
,江苏,淮安,2016,1,13,-1.4,3.4,-5,0
,江苏,淮安,2016,1,14,-0.9,5.4,-4.4,0
,江苏,淮安,2016,1,15,0,8.3,-5.5,0
,江苏,淮安,2016,1,16,3.8,10.4,-2.5,0
,江苏,淮安,2016,1,17,4.5,10.7,1.3,0
,江苏,淮安,2016,1,18,-2.1,1.3,-4.5,0
,江苏,淮安,2016,1,19,-2.6,2.8,-7.3,0
,江苏,淮安,2016,1,20,-0.9,2.4,-4.9,0
,江苏,淮安,2016,1,21,0.2,3,-1.6,0
,江苏,淮安,2016,1,22,-1.1,2.3,-4.1,1.9
,江苏,淮安,2016,1,23,-7.2,-1.1,-10,1.6
,江苏,淮安,2016,1,24,-9.7,-6.1,-13,0
,江苏,淮安,2016,1,25,-4.4,2.1,-9.3,0
,江苏,淮安,2016,1,26,-0.4,6.5,-5.5,0
,江苏,淮安,2016,1,27,2,10,-3.6,0
,江苏,淮安,2016,1,28,3.1,5.4,1.2,0.3
,江苏,淮安,2016,1,29,2.8,4.4,1.3,1.7
,江苏,淮安,2016,1,30,-0.1,2.9,-2.8,0
,江苏,淮安,2016,1,31,-2.2,0.3,-3.2,0.6
,江苏,淮安,2016,2,1,-2.9,2,-6.8,0
,江苏,淮安,2016,2,2,-0.7,5.4,-5,0
,江苏,淮安,2016,2,3,-0.1,7.5,-4.9,0
,江苏,淮安,2016,2,4,1.4,8.9,-3.6,0
,江苏,淮安,2016,2,5,1.3,8.5,-3.4,0
,江苏,淮安,2016,2,6,0.2,6.7,-5.4,0
,江苏,淮安,2016,2,7,2.1,9.3,-4,0
,江苏,淮安,2016,2,8,5,15.9,-2,0
,江苏,淮安,2016,2,9,7.6,16,0.3,0
,江苏,淮安,2016,2,10,10.1,19.2,2.2,0
,江苏,淮安,2016,2,11,11.7,15.7,8.9,1.2
,江苏,淮安,2016,2,12,10.6,14.5,7.4,0
,江苏,淮安,2016,2,13,6.2,10.8,2.6,17.7
,江苏,淮安,2016,2,14,0.8,2.5,0.1,0
,江苏,淮安,2016,2,15,0.1,5,-4.4,0
,江苏,淮安,2016,2,16,2.6,9,-2.8,0
,江苏,淮安,2016,2,17,3.4,11.4,-2.8,0
,江苏,淮安,2016,2,18,6.7,14.6,0.4,0
,江苏,淮安,2016,2,19,6.8,11,2.5,0
,江苏,淮安,2016,2,20,4.2,9.9,0,0
,江苏,淮安,2016,2,21,4.4,8.8,-1.8,0
,江苏,淮安,2016,2,22,5.8,7.3,4.8,1.3
,江苏,淮安,2016,2,23,4.3,7.9,0.3,0
,江苏,淮安,2016,2,24,2.3,8.2,-2.3,0
,江苏,淮安,2016,2,25,5.4,12.2,-0.6,0
,江苏,淮安,2016,2,26,8.5,15.8,4.1,0
,江苏,淮安,2016,2,27,9.2,17.5,2.6,0
,江苏,淮安,2016,2,28,5.5,9.4,3,0
,江苏,淮安,2016,2,29,2.6,8.1,-2.1,0
,江苏,淮安,2016,3,1,5.3,11.9,-0.7,0
,江苏,淮安,2016,3,2,9.2,16.7,3.7,0
,江苏,淮安,2016,3,3,13.6,22.4,5.8,0
,江苏,淮安,2016,3,4,13.8,20.2,6.8,0
,江苏,淮安,2016,3,5,11.8,16.9,9.2,0.6
,江苏,淮安,2016,3,6,10.2,16.4,3.8,0
,江苏,淮安,2016,3,7,10.9,13,9.5,0
,江苏,淮安,2016,3,8,5,11,3.3,24.5
,江苏,淮安,2016,3,9,2.7,6,-0.7,0
,江苏,淮安,2016,3,10,3.8,8.3,-0.2,0
,江苏,淮安,2016,3,11,4.4,10.2,-1.6,0
,江苏,淮安,2016,3,12,7.4,11.5,2.5,0
,江苏,淮安,2016,3,13,8.4,12.5,5.6,0
,江苏,淮安,2016,3,14,7.1,12.9,2.2,0
,江苏,淮安,2016,3,15,8,13.4,1.4,0
,江苏,淮安,2016,3,16,9.4,17.3,2.3,0
,江苏,淮安,2016,3,17,10.9,14.7,7.1,1.1
,江苏,淮安,2016,3,18,13.3,18.8,10.5,0.1
,江苏,淮安,2016,3,19,12.6,18.4,8.7,0
,江苏,淮安,2016,3,20,9.4,17.4,2.9,0
,江苏,淮安,2016,3,21,9.8,16.9,2.5,0
,江苏,淮安,2016,3,22,9.8,17.2,2.7,0
,江苏,淮安,2016,3,23,9.3,13.3,5.5,0
,江苏,淮安,2016,3,24,6.5,12.7,1.2,0
,江苏,淮安,2016,3,25,8.3,14.1,2.9,0
,江苏,淮安,2016,3,26,7.9,15.2,2.1,0
,江苏,淮安,2016,3,27,10.3,17.6,3.1,0
,江苏,淮安,2016,3,28,13.5,20.7,6.4,0
,江苏,淮安,2016,3,29,15.5,21,10.7,0
,江苏,淮安,2016,3,30,15.2,20.8,9,0
,江苏,淮安,2016,3,31,15.7,20.2,12.1,0
,江苏,淮安,2016,4,1,17.4,23.8,11.5,0
,江苏,淮安,2016,4,2,16.2,21.2,11.4,0
,江苏,淮安,2016,4,3,10.2,11.7,8.9,0
,江苏,淮安,2016,4,4,11.7,18.7,3,0
,江苏,淮安,2016,4,5,13.5,17.5,11.6,0.7
,江苏,淮安,2016,4,6,8.6,11.5,7.7,25.9
,江苏,淮安,2016,4,7,13.4,19.4,7.7,0.7
,江苏,淮安,2016,4,8,17.1,22.4,13.3,0
,江苏,淮安,2016,4,9,19.2,25.8,13.4,0
,江苏,淮安,2016,4,10,19.9,27.3,12.3,0
,江苏,淮安,2016,4,11,14.5,20.1,11.7,0
,江苏,淮安,2016,4,12,16.3,21.1,11.8,0
,江苏,淮安,2016,4,13,18.7,25.8,12.4,0
,江苏,淮安,2016,4,14,20.3,28.2,14.3,0
,江苏,淮安,2016,4,15,18.5,24.9,12.3,0
,江苏,淮安,2016,4,16,15.7,20.9,13.1,17
,江苏,淮安,2016,4,17,13.8,18,8.7,0
,江苏,淮安,2016,4,18,15,21.6,9.2,0
,江苏,淮安,2016,4,19,18.2,23.6,10.8,0
,江苏,淮安,2016,4,20,15.1,20.3,13.5,11
,江苏,淮安,2016,4,21,17.9,23.5,14.2,1.8
,江苏,淮安,2016,4,22,20.8,26.1,15.3,0
,江苏,淮安,2016,4,23,17.1,21,16,4.1
,江苏,淮安,2016,4,24,16.8,22.4,13,0
,江苏,淮安,2016,4,25,16.2,22,8.8,0
,江苏,淮安,2016,4,26,13.8,17.6,12.1,5.4
,江苏,淮安,2016,4,27,13.9,18,11.8,1.7
,江苏,淮安,2016,4,28,17.1,23.7,13.1,0.1
,江苏,淮安,2016,4,29,18,25.2,10.5,0
,江苏,淮安,2016,4,30,21.1,27.4,14.7,0
,江苏,淮安,2016,5,1,23.5,29.2,16.9,0
,江苏,淮安,2016,5,2,22.4,25,19.5,2.6
,江苏,淮安,2016,5,3,17.7,23.5,12,0.4
,江苏,淮安,2016,5,4,21.6,28.7,13,0
,江苏,淮安,2016,5,5,23.5,28.4,20.2,0
,江苏,淮安,2016,5,6,21.7,25.4,18.7,0
,江苏,淮安,2016,5,7,17.8,22.6,12.9,0
,江苏,淮安,2016,5,8,15.6,18.2,14,0.4
,江苏,淮安,2016,5,9,16.8,19.9,14.6,0
,江苏,淮安,2016,5,10,15.6,21.9,11.5,2
,江苏,淮安,2016,5,11,19.7,26.4,11.2,0
,江苏,淮安,2016,5,12,21.7,29.7,16.5,0
,江苏,淮安,2016,5,13,16.9,20.8,14.3,0
,江苏,淮安,2016,5,14,18.1,24.4,12.9,0
,江苏,淮安,2016,5,15,15.5,21.6,14.2,9.1
,江苏,淮安,2016,5,16,17.7,25.4,10.6,0.3
,江苏,淮安,2016,5,17,19.7,25.8,11.7,0
,江苏,淮安,2016,5,18,20.1,24.8,15.1,0
,江苏,淮安,2016,5,19,18.8,26.3,10.6,0
,江苏,淮安,2016,5,20,20.9,26.7,16,0
,江苏,淮安,2016,5,21,16.6,20.3,15.2,11.6
,江苏,淮安,2016,5,22,18.4,21.6,14.7,1.9
,江苏,淮安,2016,5,23,17.5,19.5,16,0.2
,江苏,淮安,2016,5,24,20.8,26.2,15.7,0
,江苏,淮安,2016,5,25,22.4,29.3,14.5,0
,江苏,淮安,2016,5,26,22.8,28.5,19.9,0.5
,江苏,淮安,2016,5,27,17.4,20.3,14.5,35.1
,江苏,淮安,2016,5,28,17.4,19.2,14.5,39.2
,江苏,淮安,2016,5,29,19.9,23.1,17.7,0.4
,江苏,淮安,2016,5,30,21.3,27.8,14.1,0.1
,江苏,淮安,2016,5,31,21.4,23.9,19,9.7
,江苏,淮安,2016,6,1,21.4,26.6,18.7,9
,江苏,淮安,2016,6,2,19.4,23.4,14.3,0
,江苏,淮安,2016,6,3,19.8,22.8,17.9,1.6
,江苏,淮安,2016,6,4,16.9,20.1,15.3,1.5
,江苏,淮安,2016,6,5,19.6,25.4,13.5,0
,江苏,淮安,2016,6,6,21.8,26.2,18.1,1.1
,江苏,淮安,2016,6,7,21.9,26.7,16.2,0
,江苏,淮安,2016,6,8,22.2,26.2,18.7,0
,江苏,淮安,2016,6,9,22,28.6,16.6,0
,江苏,淮安,2016,6,10,22.7,25.4,20.2,0
,江苏,淮安,2016,6,11,24.5,31.6,19.5,0
,江苏,淮安,2016,6,12,25.2,30,22.5,0
,江苏,淮安,2016,6,13,23.3,29.4,20.7,21
,江苏,淮安,2016,6,14,25.7,31.4,20.5,0.3
,江苏,淮安,2016,6,15,24.7,28.2,22.6,0.1
,江苏,淮安,2016,6,16,24.3,30.6,18,0
,江苏,淮安,2016,6,17,27.2,33.1,20.6,0
,江苏,淮安,2016,6,18,27.6,33.3,21.3,0
,江苏,淮安,2016,6,19,28.8,34.1,23,0
,江苏,淮安,2016,6,20,28.8,32.7,24.9,0
,江苏,淮安,2016,6,21,24.8,28.9,23.4,37.8
,江苏,淮安,2016,6,22,27.6,32.8,23.6,0.3
,江苏,淮安,2016,6,23,25.6,29.2,23.9,76.6
,江苏,淮安,2016,6,24,24.6,27.2,22.3,43.2
,江苏,淮安,2016,6,25,24.9,28.7,22.6,0
,江苏,淮安,2016,6,26,25,29,20.9,0
,江苏,淮安,2016,6,27,21.1,25.9,18.7,1.5
,江苏,淮安,2016,6,28,22.4,26.5,19.1,0
,江苏,淮安,2016,6,29,25.5,29.6,21.8,0
,江苏,淮安,2016,6,30,28.6,31.7,25.2,0
,江苏,淮安,2016,7,1,23.4,24.9,21.4,51.5
,江苏,淮安,2016,7,2,24.6,28.1,21.2,0
,江苏,淮安,2016,7,3,24.3,28.2,23,0.6
,江苏,淮安,2016,7,4,22.5,23,22.1,12.2
,江苏,淮安,2016,7,5,22.7,25,20.6,3.4
,江苏,淮安,2016,7,6,23.8,26,22.1,12.4
,江苏,淮安,2016,7,7,25.3,28.3,23.5,37.3
,江苏,淮安,2016,7,8,27,30.7,24.3,0
,江苏,淮安,2016,7,9,25.8,29,23.2,0
,江苏,淮安,2016,7,10,25.5,28.9,23.4,0
,江苏,淮安,2016,7,11,25.2,28.1,23.8,0
,江苏,淮安,2016,7,12,27.1,31.9,23.9,0
,江苏,淮安,2016,7,13,26,26.9,26.1,13.6
,江苏,淮安,2016,7,14,25.9,28.6,23.9,0.1
,江苏,淮安,2016,7,15,24.9,29.5,23.7,13
,江苏,淮安,2016,7,16,23.9,28.2,20.3,0.3
,江苏,淮安,2016,7,17,26.7,31.8,22.3,0
,江苏,淮安,2016,7,18,27.5,31.1,24.2,0
,江苏,淮安,2016,7,19,27.4,31.4,24.8,0
,江苏,淮安,2016,7,20,30.3,32.8,26.5,0
,江苏,淮安,2016,7,21,30.5,33.4,27.3,0
,江苏,淮安,2016,7,22,30.9,34.9,26.8,0
,江苏,淮安,2016,7,23,31.6,35.4,27.5,0
,江苏,淮安,2016,7,24,31.8,36,27.6,0
,江苏,淮安,2016,7,25,32.3,36.3,29.1,0
,江苏,淮安,2016,7,26,30.9,35.6,28.8,19.8
,江苏,淮安,2016,7,27,29.4,34.7,25.8,0
,江苏,淮安,2016,7,28,31.4,35.1,28.2,0
,江苏,淮安,2016,7,29,32.1,35.8,28.9,0
,江苏,淮安,2016,7,30,32,36.6,28.7,0
,江苏,淮安,2016,7,31,30.3,35.5,27.1,0.7
,江苏,淮安,2016,8,1,30.1,33.5,27.4,0
,江苏,淮安,2016,8,2,29,32.6,25.9,0
,江苏,淮安,2016,8,3,26.5,32.3,25.9,0.9
,江苏,淮安,2016,8,4,27.3,31,24.7,0
,江苏,淮安,2016,8,5,27.2,32.2,25.6,17.3
,江苏,淮安,2016,8,6,27.8,32.3,25.5,33.2
,江苏,淮安,2016,8,7,28.7,32,25.3,0.1
,江苏,淮安,2016,8,8,28.9,32.6,26.8,0
,江苏,淮安,2016,8,9,28.9,32.5,25.7,1.9
,江苏,淮安,2016,8,10,28.9,32.5,25.6,4.1
,江苏,淮安,2016,8,11,30.4,34.3,27.5,0
,江苏,淮安,2016,8,12,29.8,33.5,25.6,0
,江苏,淮安,2016,8,13,30.6,35.1,26.7,0
,江苏,淮安,2016,8,14,30.8,34.8,27,1
,江苏,淮安,2016,8,15,29.6,33.5,26.2,0
,江苏,淮安,2016,8,16,28.7,32.8,25.9,0
,江苏,淮安,2016,8,17,28.4,32.1,24.5,0
,江苏,淮安,2016,8,18,28.6,34,23.8,0
,江苏,淮安,2016,8,19,30.8,35,27.7,0
,江苏,淮安,2016,8,20,28.4,29.5,27.3,0
,江苏,淮安,2016,8,21,27.8,31,25.5,2.3
,江苏,淮安,2016,8,22,28.5,31.9,26.5,0
,江苏,淮安,2016,8,23,27.7,32.3,24,0
,江苏,淮安,2016,8,24,27.4,32,21.8,0
,江苏,淮安,2016,8,25,27.2,32.4,21.6,0
,江苏,淮安,2016,8,26,22.1,23.8,21.2,0
,江苏,淮安,2016,8,27,22.2,27.3,18.3,0
,江苏,淮安,2016,8,28,23,29.6,17.9,0
,江苏,淮安,2016,8,29,22.9,29.5,16.7,0
,江苏,淮安,2016,8,30,23.1,29.2,16.7,0
,江苏,淮安,2016,8,31,24.2,29.4,17.9,0
,江苏,淮安,2016,9,1,25.1,31,20.1,0
,江苏,淮安,2016,9,2,24.4,32.5,16.8,0
,江苏,淮安,2016,9,3,25.4,32.7,19.5,0
,江苏,淮安,2016,9,4,24.7,29.5,22.3,0
,江苏,淮安,2016,9,5,24.6,30.2,19.7,0
,江苏,淮安,2016,9,6,24.1,27.9,21.7,0
,江苏,淮安,2016,9,7,23.2,27.9,19.8,0
,江苏,淮安,2016,9,8,24.1,30.4,20.3,0
,江苏,淮安,2016,9,9,25.4,32.4,20.4,0
,江苏,淮安,2016,9,10,25.1,32,22,0
,江苏,淮安,2016,9,11,24.3,29.6,20.1,0
,江苏,淮安,2016,9,12,23.5,29.8,18,0
,江苏,淮安,2016,9,13,23.8,28.6,20,0
,江苏,淮安,2016,9,14,24,29,19.1,0
,江苏,淮安,2016,9,15,22.9,28,19.4,0.1
,江苏,淮安,2016,9,16,21.7,22.8,21,27.1
,江苏,淮安,2016,9,17,22.9,27.6,20.6,0.6
,江苏,淮安,2016,9,18,21.8,26.9,19.2,0
,江苏,淮安,2016,9,19,19.9,25,17,0
,江苏,淮安,2016,9,20,19,24.9,14.2,0
,江苏,淮安,2016,9,21,18.9,25.5,14,0
,江苏,淮安,2016,9,22,20.4,26.6,14.9,0
,江苏,淮安,2016,9,23,21.4,26.4,17.4,0
,江苏,淮安,2016,9,24,22.5,27.3,17.4,0
,江苏,淮安,2016,9,25,22.3,26.3,19.6,0
,江苏,淮安,2016,10,8,18,22.6,15.8,0.1
,江苏,淮安,2016,10,9,14.8,20.7,8.9,0
,江苏,淮安,2016,10,10,15.4,19,12.5,0
,江苏,淮安,2016,10,12,17.1,21,14.8,0
,江苏,淮安,2016,10,13,17,19.4,15.8,0.8
,江苏,淮安,2016,10,14,18,22.9,14,0
,江苏,淮安,2016,10,15,16.7,18.1,16.2,18.7
,江苏,淮安,2016,10,16,17.7,19.4,16.1,10.1
,江苏,淮安,2016,10,17,16.9,21.5,12,0
,江苏,淮安,2016,10,18,17.8,20.7,15.2,2
,江苏,淮安,2016,10,19,18.9,21.9,16.8,0
,江苏,淮安,2016,10,20,17,18.7,15.3,6.9
,江苏,淮安,2016,10,21,17.9,19.8,15,9.8
,江苏,淮安,2016,10,22,18.6,19.7,19,2.3
,江苏,淮安,2016,10,23,13.5,16.2,12.4,1.1
,江苏,淮安,2016,10,24,99999.9,15.7,12.1,27.1
,江苏,淮安,2016,10,25,14,15.7,12.9,15.7
,江苏,淮安,2016,10,26,15.2,16.6,14,30.6
,江苏,淮安,2016,10,27,15.9,17.9,14.7,26.3
,江苏,淮安,2016,10,28,12.9,15.4,11.6,5.8
,江苏,淮安,2016,10,30,10.8,16.8,5.8,0
,江苏,淮安,2016,10,31,10.6,13.3,11,12
,江苏,淮安,2016,11,1,6.8,12.1,2.9,0
,江苏,淮安,2016,11,2,8.1,15.3,2.4,0
,江苏,淮安,2016,11,3,9.9,17.1,3.6,0
,江苏,淮安,2016,11,4,13.2,20,7.3,0
,江苏,淮安,2016,11,5,14.7,22.6,8.3,0
,江苏,淮安,2016,11,6,15.2,19.5,10.8,0
,江苏,淮安,2016,11,7,13.3,17.3,11.5,9.7
,江苏,淮安,2016,11,8,7.1,10.3,6.2,1.1
,江苏,淮安,2016,11,9,7.2,11.4,2.7,0
,江苏,淮安,2016,11,10,8.9,12.8,6.7,0.1
,江苏,淮安,2016,11,11,12.6,18.8,6.8,0
,江苏,淮安,2016,11,12,12.6,19.6,7,0
,江苏,淮安,2016,11,13,13,19.2,8.6,0
,江苏,淮安,2016,11,14,12.9,19.9,8.3,0
,江苏,淮安,2016,11,15,11.3,16.4,6.7,0
,江苏,淮安,2016,11,16,11.3,16.3,5.3,0
,江苏,淮安,2016,11,17,13.9,16.5,12.1,0.2
,江苏,淮安,2016,11,18,14.6,16.6,12.7,0.5
,江苏,淮安,2016,11,19,15.3,17.1,14.7,0.2
,江苏,淮安,2016,11,20,13.7,14.6,13,0.2
,江苏,淮安,2016,11,21,11.9,14.7,11.6,0.5
,江苏,淮安,2016,11,22,1.7,10.4,0.7,6.7
,江苏,淮安,2016,11,23,-1.2,0.6,-2.4,6.1
,江苏,淮安,2016,11,24,-0.3,5.1,-4.7,0
,江苏,淮安,2016,11,25,2.4,7.2,-2.7,0
,江苏,淮安,2016,11,26,4.5,9,2.1,9.2
,江苏,淮安,2016,11,27,5.4,13.8,0,0
,江苏,淮安,2016,11,28,5.5,10.4,0.9,0
,江苏,淮安,2016,11,29,6.2,10.3,1.4,0
,江苏,淮安,2016,11,30,7.8,12.4,4.7,0
,江苏,淮安,2016,12,1,7.1,14,1.4,0
,江苏,淮安,2016,12,2,6.2,13.1,0.7,0
,江苏,淮安,2016,12,3,7.5,13.4,2,0
,江苏,淮安,2016,12,4,10.2,15.5,7.8,0
,江苏,淮安,2016,12,5,8.6,16.8,4.6,0
,江苏,淮安,2016,12,6,3.2,8.5,-1.4,0
,江苏,淮安,2016,12,7,5.5,12.8,1,0
,江苏,淮安,2016,12,8,8.1,15.3,0.8,0
,江苏,淮安,2016,12,9,5.7,10.6,2.9,0
,江苏,淮安,2016,12,10,5.8,9.7,3.8,0
,江苏,淮安,2016,12,11,5,9.7,1,0
,江苏,淮安,2016,12,12,9.2,12.1,5.1,0
,江苏,淮安,2016,12,13,7.1,10.8,6.1,5.5
